pfail,stim,stim_pfail,pchoice,bias,choice,outcome,stim_org,state,session,y
1.0,1.5986035404115655,1.5986035404115655,1.0,1.0,-1.0,1.0,0.5714008968468068,1.0,0.0,0.0
0.0,-0.7673677984079368,-0.0,-1.0,1.0,1.0,1.0,-0.33273419586139424,1.0,0.0,1.0
0.0,-1.449455539375392,-0.0,1.0,1.0,1.0,1.0,-0.5933880139344563,1.0,0.0,1.0
0.0,-0.9810726560640705,-0.0,1.0,1.0,1.0,1.0,-0.41439962355230076,1.0,0.0,1.0
0.0,-0.8776593326650602,-0.0,1.0,1.0,1.0,1.0,-0.37488113353319563,1.0,0.0,1.0
0.0,1.290381346389432,0.0,1.0,1.0,-1.0,1.0,0.45361650216940935,1.0,0.0,0.0
0.0,0.9649934836797815,0.0,-1.0,1.0,-1.0,1.0,0.3292723985067246,1.0,0.0,0.0
0.0,0.14965832346587052,0.0,-1.0,1.0,-1.0,1.0,0.017699253653637836,1.0,0.0,0.0
0.0,-1.3515218787820846,-0.0,-1.0,1.0,1.0,1.0,-0.5559635287570648,1.0,0.0,1.0
0.0,-1.344870876362294,-0.0,1.0,1.0,1.0,1.0,-0.5534219068063864,1.0,0.0,1.0
0.0,0.4017084917328852,0.0,1.0,1.0,-1.0,1.0,0.1140180038067648,1.0,0.0,0.0
0.0,1.3397378440485017,0.0,-1.0,1.0,-1.0,1.0,0.4724776527060007,1.0,0.0,0.0
0.0,-1.0730924140598028,-0.0,-1.0,1.0,1.0,1.0,-0.4495641629790418,1.0,0.0,1.0
0.0,1.0584396810854426,0.0,1.0,1.0,-1.0,1.0,0.36498203918088057,1.0,0.0,0.0
0.0,1.246889305959061,0.0,-1.0,1.0,-1.0,1.0,0.43699640227157943,1.0,0.0,0.0
0.0,0.4320095204950926,0.0,-1.0,1.0,-1.0,1.0,0.12559727486536587,1.0,0.0,0.0
0.0,-1.149599628399545,-0.0,-1.0,1.0,1.0,1.0,-0.4788007205801253,1.0,0.0,1.0
0.0,-1.3295740955875879,-0.0,1.0,1.0,1.0,1.0,-0.547576376864009,1.0,0.0,1.0
0.0,0.7156377425243263,0.0,1.0,1.0,-1.0,1.0,0.23398329992474504,1.0,0.0,0.0
0.0,0.7879515251153478,0.0,-1.0,1.0,-1.0,1.0,0.26161737454529216,1.0,0.0,0.0
0.0,-1.3667614979340357,-0.0,-1.0,1.0,1.0,1.0,-0.561787214889147,1.0,0.0,1.0
0.0,1.4894748894008911,0.0,1.0,1.0,-1.0,1.0,0.5296983447576142,1.0,0.0,0.0
0.0,0.46348874002322304,0.0,-1.0,1.0,-1.0,1.0,0.13762678114021737,1.0,0.0,0.0
0.0,-1.2309114854999395,-0.0,-1.0,1.0,1.0,1.0,-0.5098733300625471,1.0,0.0,1.0
0.0,1.400163725216492,0.0,1.0,1.0,-1.0,1.0,0.4955688705814694,1.0,0.0,0.0
0.0,1.2206940529589787,0.0,-1.0,1.0,-1.0,1.0,0.426986117230865,1.0,0.0,0.0
0.0,-1.4156186593711046,-0.0,-1.0,1.0,1.0,1.0,-0.5804575484898085,1.0,0.0,1.0
0.0,-1.255611473241781,-0.0,1.0,1.0,1.0,1.0,-0.5193122126645671,1.0,0.0,1.0
0.0,-1.3866634218569487,-0.0,1.0,1.0,1.0,1.0,-0.5693925596944195,1.0,0.0,1.0
0.0,1.0237483878026241,0.0,1.0,1.0,-1.0,1.0,0.3517250672329117,1.0,0.0,0.0
0.0,0.3863686375807696,0.0,-1.0,1.0,-1.0,1.0,0.10815601375287287,1.0,0.0,0.0
0.0,0.7147104450999894,0.0,-1.0,1.0,-1.0,1.0,0.2336289413875282,1.0,0.0,0.0
0.0,1.459647050720509,0.0,-1.0,1.0,-1.0,1.0,0.5182998991179353,1.0,0.0,0.0
0.0,-0.6038003129646788,-0.0,-1.0,1.0,1.0,1.0,-0.27022832303494004,1.0,0.0,1.0
0.0,-0.6259513804401008,-0.0,1.0,1.0,1.0,1.0,-0.2786931582241393,1.0,0.0,1.0
0.0,-0.4597355147978697,-0.0,1.0,1.0,1.0,1.0,-0.21517523024831048,1.0,0.0,1.0
0.0,0.3741173301176742,0.0,1.0,1.0,-1.0,1.0,0.10347428459276004,1.0,0.0,0.0
0.0,-1.1496957140918116,-0.0,-1.0,1.0,1.0,1.0,-0.47883743888049524,1.0,0.0,1.0
0.0,1.4286519759600902,0.0,1.0,1.0,-1.0,1.0,0.5064554044986592,1.0,0.0,0.0
0.0,-1.0173483550558289,-0.0,-1.0,1.0,1.0,1.0,-0.42826206217648666,1.0,0.0,1.0
0.0,-1.1468639581906013,-0.0,1.0,1.0,1.0,1.0,-0.4777553083228422,1.0,0.0,1.0
0.0,0.8286347963573312,0.0,1.0,1.0,-1.0,1.0,0.277164128055162,1.0,0.0,0.0
0.0,0.41588474388945174,0.0,-1.0,1.0,-1.0,1.0,0.11943533361441466,1.0,0.0,0.0
0.0,1.1011462918940638,0.0,-1.0,1.0,-1.0,1.0,0.38130199407178444,1.0,0.0,0.0
0.0,0.8936460042692483,0.0,-1.0,1.0,-1.0,1.0,0.3020075881292984,1.0,0.0,0.0
0.0,1.3069958315806625,0.0,-1.0,1.0,-1.0,1.0,0.45996558123989684,1.0,0.0,0.0
0.0,0.2757027986688493,0.0,-1.0,1.0,-1.0,1.0,0.06586603885648079,1.0,0.0,0.0
0.0,-0.899803017969494,-0.0,-1.0,1.0,1.0,1.0,-0.38334314769082056,1.0,0.0,1.0
0.0,1.1545930114363394,0.0,1.0,1.0,-1.0,1.0,0.4017261868485302,1.0,0.0,0.0
0.0,0.7519036206576647,0.0,-1.0,1.0,-1.0,1.0,0.2478419855944499,1.0,0.0,0.0
0.0,-1.1663331695917596,-0.0,-1.0,1.0,1.0,1.0,-0.4851952958519915,1.0,0.0,1.0
0.0,0.8419817473383501,0.0,1.0,1.0,1.0,0.0,0.28226454772829984,1.0,0.0,1.0
1.0,0.4017508996424686,0.4017508996424686,1.0,1.0,-1.0,1.0,0.11403420961561533,1.0,0.0,0.0
0.0,-1.0342413073268841,-0.0,-1.0,1.0,1.0,1.0,-0.434717554987032,1.0,0.0,1.0
0.0,1.362159240796439,0.0,1.0,1.0,-1.0,1.0,0.4810457918439237,1.0,0.0,0.0
0.0,-1.2040211236112832,-0.0,-1.0,1.0,1.0,1.0,-0.49959741528697427,1.0,0.0,1.0
0.0,-0.18284719708328054,-0.0,1.0,1.0,1.0,1.0,-0.10936480021511874,1.0,0.0,1.0
0.0,-1.3231911853154483,-0.0,1.0,1.0,1.0,1.0,-0.5451372039645062,1.0,0.0,1.0
0.0,-1.0397453708758027,-0.0,1.0,1.0,1.0,1.0,-0.43682088435768973,1.0,0.0,1.0
0.0,-0.7188882455862512,-0.0,1.0,1.0,1.0,1.0,-0.3142081620647394,1.0,0.0,1.0
0.0,-0.7004533940217034,-0.0,1.0,1.0,1.0,1.0,-0.30716344602997514,1.0,0.0,1.0
0.0,-0.7049477757600314,-0.0,1.0,1.0,-1.0,0.0,-0.3088809343963713,1.0,0.0,0.0
1.0,-0.7779691051144424,-0.7779691051144424,-1.0,1.0,1.0,1.0,-0.3367853917760062,2.0,0.0,1.0
0.0,0.5428649192021564,0.0,1.0,1.0,1.0,0.0,0.1679596883666319,2.0,0.0,1.0
1.0,-1.1373997604412214,-1.1373997604412214,1.0,1.0,-1.0,0.0,-0.4741386485733569,2.0,0.0,0.0
1.0,-1.2830706200636073,-1.2830706200636073,-1.0,1.0,1.0,1.0,-0.5298054835889001,2.0,0.0,1.0
0.0,-0.496038282680965,-0.0,1.0,1.0,1.0,1.0,-0.22904801301072694,2.0,0.0,1.0
0.0,1.1765171226282916,0.0,1.0,1.0,1.0,0.0,0.4101042926944661,2.0,0.0,1.0
1.0,-1.3728542405303399,-1.3728542405303399,1.0,1.0,1.0,1.0,-0.5641155027689593,2.0,0.0,1.0
0.0,1.5441927860926348,0.0,1.0,1.0,-1.0,1.0,0.5506083066774706,2.0,0.0,0.0
0.0,0.344132952437022,0.0,-1.0,1.0,-1.0,1.0,0.09201601895391226,2.0,0.0,0.0
0.0,1.1354478017631273,0.0,-1.0,1.0,-1.0,1.0,0.3944100137238615,2.0,0.0,0.0
0.0,-0.725396671401115,-0.0,-1.0,1.0,1.0,1.0,-0.3166952996225605,2.0,0.0,1.0
0.0,1.4224352639212154,0.0,1.0,1.0,-1.0,1.0,0.5040797427890746,3.0,0.0,0.0
0.0,-0.7198601085800577,-0.0,-1.0,1.0,1.0,1.0,-0.3145795509415139,3.0,0.0,1.0
0.0,-0.936447926040944,-0.0,1.0,1.0,1.0,1.0,-0.39734667631048465,3.0,0.0,1.0
0.0,-1.1245490826212265,-0.0,1.0,1.0,1.0,1.0,-0.46922787531439536,2.0,0.0,1.0
0.0,-0.6252389788550162,-0.0,1.0,1.0,1.0,1.0,-0.27842092023773274,2.0,0.0,1.0
0.0,-1.3120013927785854,-0.0,1.0,1.0,1.0,1.0,-0.5408611233769238,2.0,0.0,1.0
0.0,-1.140189413069432,-0.0,1.0,1.0,1.0,1.0,-0.47520468973634467,3.0,0.0,1.0
