pfail,stim,stim_pfail,pchoice,bias,choice,outcome,stim_org,state,session,y
1.0,-0.9064046877119505,-0.9064046877119505,1.0,1.0,1.0,1.0,-0.3832513948653007,1.0,0.0,1.0
0.0,-0.4865065626881543,-0.0,1.0,1.0,1.0,1.0,-0.22352538317230486,1.0,0.0,1.0
0.0,-1.1092994025936402,-0.0,1.0,1.0,1.0,1.0,-0.46043098122283266,1.0,0.0,1.0
0.0,1.0979408075189043,0.0,1.0,1.0,-1.0,1.0,0.3791861892270406,1.0,0.0,0.0
0.0,1.0234153440530793,0.0,-1.0,1.0,-1.0,1.0,0.3508372770991437,1.0,0.0,0.0
0.0,-0.7822410912742851,-0.0,-1.0,1.0,1.0,1.0,-0.33602051938729505,1.0,0.0,1.0
0.0,0.9248484905408313,0.0,1.0,1.0,-1.0,1.0,0.31334320542224126,1.0,0.0,0.0
0.0,1.3170475010850327,0.0,-1.0,1.0,-1.0,1.0,0.4625326873724509,1.0,0.0,0.0
0.0,-0.8878159749382939,-0.0,-1.0,1.0,1.0,1.0,-0.37618039174121065,1.0,0.0,1.0
0.0,-1.4220945061231787,-0.0,1.0,1.0,1.0,1.0,-0.579415828704682,1.0,0.0,1.0
0.0,-0.7469619553764192,-0.0,1.0,1.0,1.0,1.0,-0.32260060789656864,1.0,0.0,1.0
0.0,-1.444855577044585,-0.0,1.0,1.0,1.0,1.0,-0.5880739647226307,1.0,0.0,1.0
0.0,-0.899702811702767,-0.0,1.0,1.0,1.0,1.0,-0.3807020528653878,1.0,0.0,1.0
0.0,1.0861338161314027,0.0,1.0,1.0,-1.0,1.0,0.3746949006691022,1.0,0.0,0.0
0.0,0.08928788870956371,0.0,-1.0,1.0,1.0,0.0,-0.004497610015418263,1.0,0.0,1.0
1.0,1.4060357487284658,1.4060357487284658,1.0,1.0,-1.0,1.0,0.49638313117433436,1.0,0.0,0.0
0.0,-1.0957373195926285,-0.0,-1.0,1.0,1.0,1.0,-0.4552720693370551,1.0,0.0,1.0
0.0,-0.41226583323508453,-0.0,1.0,1.0,1.0,1.0,-0.19528478166915325,1.0,0.0,1.0
0.0,0.7939966690121804,0.0,1.0,1.0,-1.0,1.0,0.26356818064843296,1.0,0.0,0.0
0.0,1.5751597963060577,0.0,-1.0,1.0,-1.0,1.0,0.5607166158723532,1.0,0.0,0.0
0.0,1.3840406217338062,0.0,-1.0,1.0,-1.0,1.0,0.48801635432497625,1.0,0.0,0.0
0.0,-0.23777960094731504,-0.0,-1.0,1.0,-1.0,0.0,-0.1289115632198362,1.0,0.0,0.0
1.0,-0.7680872436979033,-0.7680872436979033,-1.0,1.0,1.0,1.0,-0.33063650481624185,1.0,0.0,1.0
0.0,0.9298221974756053,0.0,1.0,1.0,-1.0,1.0,0.3152351652207668,1.0,0.0,0.0
0.0,-0.37976996482597597,-0.0,-1.0,1.0,1.0,1.0,-0.1829236036877246,1.0,0.0,1.0
0.0,0.008544457665830715,0.0,1.0,1.0,-1.0,1.0,-0.035211789104198477,1.0,0.0,0.0
0.0,-0.26287439979942784,-0.0,-1.0,1.0,1.0,1.0,-0.13845743136263583,1.0,0.0,1.0
0.0,0.747630164353762,0.0,1.0,1.0,-1.0,1.0,0.24593071950279397,1.0,0.0,0.0
0.0,0.674865851279305,0.0,-1.0,1.0,-1.0,1.0,0.21825173541515397,1.0,0.0,0.0
0.0,-0.5008566419550327,-0.0,-1.0,1.0,1.0,1.0,-0.22898404276657416,1.0,0.0,1.0
0.0,1.4909743162158986,0.0,1.0,1.0,-1.0,1.0,0.5286931078452592,1.0,0.0,0.0
0.0,0.7764143108314006,0.0,-1.0,1.0,-1.0,1.0,0.2568799870581079,1.0,0.0,0.0
0.0,-1.0932781500609035,-0.0,-1.0,1.0,1.0,1.0,-0.45433662019362986,1.0,0.0,1.0
0.0,0.857722551185624,0.0,1.0,1.0,-1.0,1.0,0.28780901525707786,1.0,0.0,0.0
0.0,-0.37477081654297417,-0.0,-1.0,1.0,1.0,1.0,-0.18102196619634375,1.0,0.0,1.0
0.0,0.4783032129448038,0.0,1.0,1.0,-1.0,1.0,0.1434808221912776,1.0,0.0,0.0
0.0,0.3694960471087624,0.0,-1.0,1.0,-1.0,1.0,0.10209141460193821,1.0,0.0,0.0
0.0,-0.6166917378670317,-0.0,-1.0,1.0,1.0,1.0,-0.2730468208107741,1.0,0.0,1.0
0.0,1.1253814440656424,0.0,1.0,1.0,-1.0,1.0,0.3896243959555874,1.0,0.0,0.0
0.0,1.2230698434564304,0.0,-1.0,1.0,-1.0,1.0,0.4267843104526544,1.0,0.0,0.0
0.0,1.4322040895149108,0.0,-1.0,1.0,-1.0,1.0,0.5063373663979499,1.0,0.0,0.0
0.0,1.262326922926196,0.0,-1.0,1.0,-1.0,1.0,0.44171740103043516,1.0,0.0,0.0
0.0,1.3936870472418896,0.0,-1.0,1.0,-1.0,1.0,0.49168578026826293,1.0,0.0,0.0
0.0,0.6054361859802996,0.0,-1.0,1.0,-1.0,1.0,0.19184122564981204,1.0,0.0,0.0
0.0,-0.6116307307106461,-0.0,-1.0,1.0,1.0,1.0,-0.271121652680544,1.0,0.0,1.0
0.0,0.867686379804811,0.0,1.0,1.0,-1.0,1.0,0.29159917889842557,1.0,0.0,0.0
0.0,-0.6292725799087513,-0.0,-1.0,1.0,1.0,1.0,-0.27783247619551665,1.0,0.0,1.0
0.0,-0.8543848264587794,-0.0,1.0,1.0,1.0,1.0,-0.3634634404267779,1.0,0.0,1.0
0.0,1.18735651699522,0.0,1.0,1.0,-1.0,1.0,0.4131992362168126,1.0,0.0,0.0
0.0,-1.415064794552357,-0.0,-1.0,1.0,1.0,1.0,-0.5767417805829005,1.0,0.0,1.0
0.0,1.0454531636961162,0.0,1.0,1.0,-1.0,1.0,0.3592202939030228,1.0,0.0,0.0
0.0,1.4190395772923916,0.0,-1.0,1.0,-1.0,1.0,0.5013296873732638,1.0,0.0,0.0
0.0,-1.1261562197250874,-0.0,-1.0,1.0,1.0,1.0,-0.4668431845878552,1.0,0.0,1.0
0.0,-1.3684122915310037,-0.0,1.0,1.0,1.0,1.0,-0.5589955278634489,1.0,0.0,1.0
0.0,-1.160602684248214,-0.0,1.0,1.0,1.0,1.0,-0.4799463543028699,1.0,0.0,1.0
0.0,-1.4195230131142687,-0.0,1.0,1.0,1.0,1.0,-0.5784376525759214,1.0,0.0,1.0
0.0,0.07916782245311832,0.0,1.0,1.0,1.0,0.0,-0.008347205250260725,1.0,0.0,1.0
1.0,1.0143824791095961,1.0143824791095961,1.0,1.0,-1.0,1.0,0.3474012448675106,1.0,0.0,0.0
0.0,1.5744566757697014,0.0,-1.0,1.0,-1.0,1.0,0.56044915423745,1.0,0.0,0.0
0.0,-0.7637859853998229,-0.0,-1.0,1.0,1.0,1.0,-0.32900033929829664,1.0,0.0,1.0
0.0,-0.4175022793516795,-0.0,1.0,1.0,1.0,1.0,-0.19727668542819382,1.0,0.0,1.0
0.0,-1.0161243410868819,-0.0,1.0,1.0,1.0,1.0,-0.4249879056842585,1.0,0.0,1.0
0.0,-0.9301112650720009,-0.0,1.0,1.0,1.0,1.0,-0.3922691942479432,1.0,0.0,1.0
0.0,1.3533993148313,0.0,1.0,1.0,-1.0,1.0,0.47636063725236244,1.0,0.0,0.0
0.0,-0.8579573235020436,-0.0,-1.0,1.0,1.0,1.0,-0.36482239077806433,1.0,0.0,1.0
0.0,1.481652604588333,0.0,1.0,1.0,-1.0,1.0,0.5251472005603937,1.0,0.0,0.0
0.0,0.7248960992648767,0.0,-1.0,1.0,-1.0,1.0,0.23728285629547238,1.0,0.0,0.0
0.0,0.6575497004056714,0.0,-1.0,1.0,-1.0,1.0,0.21166480503349785,1.0,0.0,0.0
0.0,1.5019676989388202,0.0,-1.0,1.0,-1.0,1.0,0.5328749059355637,1.0,0.0,0.0
0.0,-0.3457331557246467,-0.0,-1.0,1.0,1.0,1.0,-0.16997626373900943,1.0,0.0,1.0
0.0,-1.380622158593845,-0.0,1.0,1.0,1.0,1.0,-0.5636400672243683,1.0,0.0,1.0
0.0,-1.1517072164552324,-0.0,1.0,1.0,1.0,1.0,-0.4765625868887241,1.0,0.0,1.0
0.0,-1.1601031975995517,-0.0,1.0,1.0,1.0,1.0,-0.47975635342996725,1.0,0.0,1.0
0.0,-0.14993413467619077,-0.0,1.0,1.0,1.0,1.0,-0.09549582464752632,1.0,0.0,1.0
0.0,-1.1057180154188613,-0.0,1.0,1.0,1.0,1.0,-0.4590686491340112,1.0,0.0,1.0
0.0,-0.3304692984246949,-0.0,1.0,1.0,1.0,1.0,-0.1641700100210769,1.0,0.0,1.0
0.0,-1.44552641686097,-0.0,1.0,1.0,1.0,1.0,-0.5883291470203607,1.0,0.0,1.0
0.0,-1.330066399258513,-0.0,1.0,1.0,1.0,1.0,-0.5444090458753545,1.0,0.0,1.0
0.0,1.653093357440539,0.0,1.0,1.0,-1.0,1.0,0.5903619420960355,1.0,0.0,0.0
0.0,-0.7366569994279139,-0.0,-1.0,1.0,1.0,1.0,-0.318680682047332,1.0,0.0,1.0
0.0,-1.0514631356471202,-0.0,1.0,1.0,1.0,1.0,-0.4384305108705167,1.0,0.0,1.0
0.0,1.0463047685224507,0.0,1.0,1.0,-1.0,1.0,0.3595442378178503,1.0,0.0,0.0
0.0,-0.5760019737695949,-0.0,-1.0,1.0,1.0,1.0,-0.25756874803861274,1.0,0.0,1.0
0.0,0.5853540951721231,0.0,1.0,1.0,-1.0,1.0,0.18420215302698284,1.0,0.0,0.0
0.0,-1.1896449062283014,-0.0,-1.0,1.0,1.0,1.0,-0.4909937917909967,1.0,0.0,1.0
0.0,-0.7282689941880506,-0.0,1.0,1.0,1.0,1.0,-0.31548994947869435,1.0,0.0,1.0
0.0,0.6175585721215194,0.0,1.0,1.0,-1.0,1.0,0.19645248794213535,1.0,0.0,0.0
0.0,-0.9729405691700066,-0.0,-1.0,1.0,1.0,1.0,-0.408561131552434,1.0,0.0,1.0
0.0,1.1638103385372462,0.0,1.0,1.0,-1.0,1.0,0.40424245134074166,1.0,0.0,0.0
0.0,-0.7347892804479398,-0.0,-1.0,1.0,1.0,1.0,-0.3179702161370171,1.0,0.0,1.0
0.0,-1.1054148678913052,-0.0,1.0,1.0,1.0,1.0,-0.4589533341501008,1.0,0.0,1.0
0.0,-1.1108254805540785,-0.0,1.0,1.0,1.0,1.0,-0.46101148952145765,1.0,0.0,1.0
0.0,0.5257263044337687,0.0,1.0,1.0,-1.0,1.0,0.1615202008268815,1.0,0.0,0.0
0.0,0.7436654504332442,0.0,-1.0,1.0,-1.0,1.0,0.24442257287319868,1.0,0.0,0.0
0.0,-0.21380226524438917,-0.0,-1.0,1.0,-1.0,0.0,-0.11979076944959638,1.0,0.0,0.0
1.0,-1.1934596058086997,-1.1934596058086997,-1.0,1.0,1.0,1.0,-0.49244487412138205,1.0,0.0,1.0
0.0,-0.4925593702221206,-0.0,1.0,1.0,1.0,1.0,-0.22582782452493286,1.0,0.0,1.0
0.0,-0.9949915806104034,-0.0,1.0,1.0,1.0,1.0,-0.4169491664143939,1.0,0.0,1.0
0.0,-1.3280180809711128,-0.0,1.0,1.0,1.0,1.0,-0.5436298813799052,1.0,0.0,1.0
0.0,1.1702266292604475,0.0,1.0,1.0,-1.0,1.0,0.4066831588981322,1.0,0.0,0.0
0.0,1.234494162993331,0.0,-1.0,1.0,-1.0,1.0,0.43113003358688395,1.0,0.0,0.0
0.0,1.3091087511599049,0.0,-1.0,1.0,-1.0,1.0,0.4595128480642928,1.0,0.0,0.0
0.0,-0.5604825358757081,-0.0,-1.0,1.0,1.0,1.0,-0.2516652734318442,1.0,0.0,1.0
0.0,0.44820382099774303,0.0,1.0,1.0,-1.0,1.0,0.13203124539258188,1.0,0.0,0.0
0.0,0.9040087046262233,0.0,-1.0,1.0,-1.0,1.0,0.305415911418517,1.0,0.0,0.0
0.0,-0.9932281985762466,-0.0,-1.0,1.0,1.0,1.0,-0.41627838947441353,1.0,0.0,1.0
0.0,0.6714694072554152,0.0,1.0,1.0,-1.0,1.0,0.21695975427605343,1.0,0.0,0.0
0.0,-0.5120110241589888,-0.0,-1.0,1.0,1.0,1.0,-0.23322708381905868,1.0,0.0,1.0
0.0,1.2148310322497728,0.0,1.0,1.0,-1.0,1.0,0.4236503301447967,1.0,0.0,0.0
0.0,-1.0680422274769261,-0.0,-1.0,1.0,1.0,1.0,-0.44473706967050364,1.0,0.0,1.0
0.0,-0.8771760419518578,-0.0,1.0,1.0,1.0,1.0,-0.37213304320754464,1.0,0.0,1.0
0.0,-0.5723803824167376,-0.0,1.0,1.0,1.0,1.0,-0.2561911225901996,1.0,0.0,1.0
0.0,0.9651380813274616,0.0,1.0,1.0,-1.0,1.0,0.3286690553500699,1.0,0.0,0.0
0.0,1.1297913321470392,0.0,-1.0,1.0,-1.0,1.0,0.39130188340617805,1.0,0.0,0.0
0.0,-1.0633290142622678,-0.0,-1.0,1.0,1.0,1.0,-0.44294419967616055,1.0,0.0,1.0
0.0,-0.4102237591480828,-0.0,1.0,1.0,1.0,1.0,-0.19450799241942768,1.0,0.0,1.0
0.0,1.5006054331269827,0.0,1.0,1.0,-1.0,1.0,0.532356710516191,1.0,0.0,0.0
0.0,-0.6694058806419253,-0.0,-1.0,1.0,1.0,1.0,-0.2930988745911327,1.0,0.0,1.0
0.0,1.064332169496481,0.0,1.0,1.0,-1.0,1.0,0.366401722257937,1.0,0.0,0.0
0.0,-0.8674802303195892,-0.0,-1.0,1.0,1.0,1.0,-0.3684448311631087,1.0,0.0,1.0
0.0,1.458767570894933,0.0,1.0,1.0,-1.0,1.0,0.5164419100590383,1.0,0.0,0.0
0.0,-0.5269084266766655,-0.0,-1.0,1.0,1.0,1.0,-0.23889394096113054,1.0,0.0,1.0
0.0,-0.9165440384638477,-0.0,1.0,1.0,1.0,1.0,-0.3871083257736374,1.0,0.0,1.0
0.0,-0.6391040418530743,-0.0,1.0,1.0,1.0,1.0,-0.2815722885735529,1.0,0.0,1.0
0.0,0.7226666832242512,0.0,1.0,1.0,-1.0,1.0,0.23643480360994695,1.0,0.0,0.0
0.0,1.1434450180768039,0.0,-1.0,1.0,-1.0,1.0,0.396495640340307,1.0,0.0,0.0
0.0,-0.9231723303756415,-0.0,-1.0,1.0,1.0,1.0,-0.38962967694982514,1.0,0.0,1.0
0.0,-1.2915654133515089,-0.0,1.0,1.0,1.0,1.0,-0.5297635674635957,1.0,0.0,1.0
0.0,-1.4671156101197966,-0.0,1.0,1.0,1.0,1.0,-0.5965415098040865,1.0,0.0,1.0
0.0,-0.12487660973848166,-0.0,1.0,1.0,1.0,1.0,-0.08596413521459245,1.0,0.0,1.0
0.0,1.545734942242804,0.0,1.0,1.0,-1.0,1.0,0.5495236280877432,1.0,0.0,0.0
0.0,0.9686680616806495,0.0,-1.0,1.0,-1.0,1.0,0.3300118326800172,1.0,0.0,0.0
0.0,-1.0798174661625604,-0.0,-1.0,1.0,1.0,1.0,-0.4492162797452875,1.0,0.0,1.0
0.0,-0.38964532687766196,-0.0,1.0,1.0,1.0,1.0,-0.18668011532837736,1.0,0.0,1.0
0.0,-0.874051402569021,-0.0,1.0,1.0,1.0,1.0,-0.37094445445980706,1.0,0.0,1.0
0.0,-1.1414616250400278,-0.0,1.0,1.0,1.0,1.0,-0.4726652428505866,1.0,0.0,1.0
0.0,0.6108619522829883,0.0,1.0,1.0,1.0,0.0,0.19390514534904293,1.0,0.0,1.0
1.0,-0.9686480663616757,-0.9686480663616757,1.0,1.0,1.0,1.0,-0.40692829655533364,1.0,0.0,1.0
0.0,-1.422525040235194,-0.0,1.0,1.0,1.0,1.0,-0.5795796005638827,1.0,0.0,1.0
0.0,1.4686955114189555,0.0,1.0,1.0,-1.0,1.0,0.5202184221454819,1.0,0.0,0.0
0.0,0.40566141932633454,0.0,-1.0,1.0,-1.0,1.0,0.11584844356075558,1.0,0.0,0.0
0.0,1.199290604221026,0.0,-1.0,1.0,-1.0,1.0,0.417738871052444,1.0,0.0,0.0
0.0,1.4276301826414526,0.0,-1.0,1.0,-1.0,1.0,0.5045974874625265,1.0,0.0,0.0
0.0,-1.3944780539872073,-0.0,-1.0,1.0,1.0,1.0,-0.5689107430805458,1.0,0.0,1.0
0.0,0.760160453269944,0.0,1.0,1.0,-1.0,1.0,0.2506971448680639,1.0,0.0,0.0
0.0,-1.0348616854963235,-0.0,-1.0,1.0,1.0,1.0,-0.4321154471374825,1.0,0.0,1.0
0.0,-1.2310980922094903,-0.0,1.0,1.0,1.0,1.0,-0.5067622643660245,1.0,0.0,1.0
0.0,0.6975273495669222,0.0,1.0,1.0,-1.0,1.0,0.22687199477035738,1.0,0.0,0.0
0.0,-1.234930086940339,-0.0,-1.0,1.0,1.0,1.0,-0.5082199256383922,1.0,0.0,1.0
0.0,-1.4573161675652644,-0.0,1.0,1.0,1.0,1.0,-0.5928138773552363,1.0,0.0,1.0
0.0,0.8153435111289147,0.0,1.0,1.0,-1.0,1.0,0.27168835492487875,1.0,0.0,0.0
0.0,0.7452862507838682,0.0,-1.0,1.0,1.0,0.0,0.24503911283927052,1.0,0.0,1.0
1.0,-0.490814968512364,-0.490814968512364,1.0,1.0,1.0,1.0,-0.22516426755412222,1.0,0.0,1.0
0.0,-1.4569981198763897,-0.0,1.0,1.0,1.0,1.0,-0.5926928944647571,1.0,0.0,1.0
0.0,1.013574080031673,0.0,1.0,1.0,-1.0,1.0,0.3470937360865042,1.0,0.0,0.0
0.0,1.5684751482239523,0.0,-1.0,1.0,-1.0,1.0,0.5581738272431698,1.0,0.0,0.0
0.0,-1.1310500213114016,-0.0,-1.0,1.0,1.0,1.0,-0.46870474900744985,1.0,0.0,1.0
0.0,-0.9586714321102056,-0.0,1.0,1.0,1.0,1.0,-0.4031332617501252,1.0,0.0,1.0
0.0,-0.4667092243830507,-0.0,1.0,1.0,1.0,1.0,-0.21599462820779539,1.0,0.0,1.0
0.0,-0.9276360127490311,-0.0,1.0,1.0,1.0,1.0,-0.3913276273346368,1.0,0.0,1.0
0.0,-1.1002054383715836,-0.0,1.0,1.0,1.0,1.0,-0.456971707296364,1.0,0.0,1.0
0.0,-0.9011354560488144,-0.0,1.0,1.0,1.0,1.0,-0.3812470197369491,1.0,0.0,1.0
0.0,0.31603555676971584,0.0,1.0,1.0,-1.0,1.0,0.08175545595834122,1.0,0.0,0.0
0.0,0.5673046109365396,0.0,-1.0,1.0,-1.0,1.0,0.17733626828433968,1.0,0.0,0.0
0.0,0.7178735227426619,0.0,-1.0,1.0,-1.0,1.0,0.2346115222912096,1.0,0.0,0.0
0.0,1.508463511203362,0.0,-1.0,1.0,-1.0,1.0,0.5353458628746139,1.0,0.0,0.0
0.0,-0.3095291698808195,-0.0,-1.0,1.0,1.0,1.0,-0.15620454645425974,1.0,0.0,1.0
0.0,1.0672252098336095,0.0,1.0,1.0,-1.0,1.0,0.36750221251302045,1.0,0.0,0.0
0.0,-0.8596785244507744,-0.0,-1.0,1.0,1.0,1.0,-0.3654771223581289,1.0,0.0,1.0
0.0,0.7131721140077384,0.0,1.0,1.0,-1.0,1.0,0.2328231426300111,1.0,0.0,0.0
