pfail,stim,stim_pfail,pchoice,bias,choice,outcome,stim_org,state,session,y
1.0,0.034220854861133,0.034220854861133,1.0,1.0,-1.0,1.0,-0.016306196596902023,4.0,0.0,0.0
0.0,1.6571893621192058,0.0,-1.0,1.0,-1.0,1.0,0.5797790602353774,4.0,0.0,0.0
0.0,0.7053512456567773,0.0,-1.0,1.0,-1.0,1.0,0.2301871454342607,4.0,0.0,0.0
0.0,1.2406589689752245,0.0,-1.0,1.0,-1.0,1.0,0.42679542237345097,4.0,0.0,0.0
0.0,-1.0551900351455947,-0.0,-1.0,1.0,1.0,1.0,-0.4164259569381804,4.0,0.0,1.0
0.0,1.1172305357977166,0.0,1.0,1.0,-1.0,1.0,0.3814625222204343,4.0,0.0,0.0
0.0,1.5141395614249689,0.0,-1.0,1.0,-1.0,1.0,0.5272396074947386,4.0,0.0,0.0
0.0,1.254809771354756,0.0,-1.0,1.0,-1.0,1.0,0.43199274113414365,4.0,0.0,0.0
0.0,-1.0714835336278885,-0.0,-1.0,1.0,1.0,1.0,-0.4224102469500199,4.0,0.0,1.0
0.0,-0.48248176351530325,-0.0,1.0,1.0,1.0,1.0,-0.20608117473321746,4.0,0.0,1.0
0.0,0.5529900532525326,0.0,1.0,1.0,-1.0,1.0,0.1742277968089488,4.0,0.0,0.0
0.0,-1.242374820556565,-0.0,-1.0,1.0,1.0,1.0,-0.48517534448809607,4.0,0.0,1.0
0.0,-0.836593768960222,-0.0,1.0,1.0,1.0,1.0,-0.33613973395297647,4.0,0.0,1.0
0.0,-1.520812727317832,-0.0,1.0,1.0,1.0,1.0,-0.5874402562355427,4.0,0.0,1.0
0.0,-1.0520122405618553,-0.0,1.0,1.0,1.0,1.0,-0.415258813834579,4.0,0.0,1.0
0.0,-1.3059494337548165,-0.0,1.0,1.0,1.0,1.0,-0.5085250826172208,4.0,0.0,1.0
0.0,-0.9546090302672032,-0.0,1.0,1.0,1.0,1.0,-0.37948447972697097,4.0,0.0,1.0
0.0,-0.8813946440194655,-0.0,1.0,1.0,1.0,1.0,-0.3525942375348834,4.0,0.0,1.0
0.0,0.48186153386610986,0.0,1.0,1.0,-1.0,1.0,0.1481036535757655,4.0,0.0,0.0
0.0,-0.9392316013368137,-0.0,-1.0,1.0,1.0,1.0,-0.3738366445210511,4.0,0.0,1.0
0.0,1.0955292060995026,0.0,1.0,1.0,-1.0,1.0,0.37349203934974917,4.0,0.0,0.0
0.0,-0.9700904154361798,-0.0,-1.0,1.0,1.0,1.0,-0.38517049606881576,4.0,0.0,1.0
0.0,1.006474461712796,0.0,1.0,1.0,1.0,0.0,0.3407839369173944,4.0,0.0,1.0
1.0,-1.244649600050329,-1.244649600050329,1.0,1.0,1.0,1.0,-0.4860108274396833,4.0,0.0,1.0
0.0,-1.2168609163904693,-0.0,1.0,1.0,1.0,1.0,-0.4758045760168488,4.0,0.0,1.0
0.0,-1.292663167693769,-0.0,1.0,1.0,1.0,1.0,-0.503645291492548,4.0,0.0,1.0
0.0,0.2956540936704658,0.0,1.0,1.0,-1.0,1.0,0.07971322620966498,4.0,0.0,0.0
0.0,-0.21069551147474785,-0.0,-1.0,1.0,1.0,1.0,-0.10625928840174365,4.0,0.0,1.0
0.0,-0.8705782518479318,-0.0,1.0,1.0,1.0,1.0,-0.3486215837977754,4.0,0.0,1.0
0.0,0.14839432642642986,0.0,1.0,1.0,-1.0,1.0,0.025627533365863653,4.0,0.0,0.0
