pfail,stim,stim_pfail,pchoice,bias,choice,outcome,stim_org,state,session,y
1.0,-1.4017843997211188,-1.4017843997211188,1.0,1.0,1.0,1.0,-0.5293935200942064,0.0,0.0,1.0
0.0,0.800473292793299,0.0,1.0,1.0,-1.0,1.0,0.3247025834545433,0.0,0.0,0.0
0.0,-1.031788709797581,-0.0,-1.0,1.0,1.0,1.0,-0.3858990152650645,0.0,0.0,1.0
0.0,-1.3609730700247076,-0.0,1.0,1.0,1.0,1.0,-0.5135657639724645,0.0,0.0,1.0
0.0,1.2531428454556448,0.0,1.0,1.0,-1.0,1.0,0.5002602860967984,0.0,0.0,0.0
0.0,-0.29359038950741595,-0.0,-1.0,1.0,1.0,1.0,-0.09960540341885038,0.0,0.0,1.0
0.0,-1.0943854227875176,-0.0,1.0,1.0,1.0,1.0,-0.4101757422082327,0.0,0.0,1.0
0.0,-0.5983850959820269,-0.0,1.0,1.0,1.0,1.0,-0.21781317359356883,0.0,0.0,1.0
0.0,-1.489062124837951,-0.0,1.0,1.0,1.0,1.0,-0.5632422223610948,0.0,0.0,1.0
0.0,0.6552492507974563,0.0,1.0,1.0,-1.0,1.0,0.26838070575973433,0.0,0.0,0.0
0.0,0.5567907248268879,0.0,-1.0,1.0,-1.0,1.0,0.23019578140757868,0.0,0.0,0.0
0.0,-0.9520506621158367,-0.0,-1.0,1.0,1.0,1.0,-0.3549744072770661,0.0,0.0,1.0
0.0,-0.8616647706790821,-0.0,1.0,1.0,1.0,1.0,-0.3199202726250165,0.0,0.0,1.0
0.0,1.5054556721661738,0.0,1.0,1.0,-1.0,1.0,0.5981141398493937,0.0,0.0,0.0
0.0,-0.9026218262037812,-0.0,-1.0,1.0,1.0,1.0,-0.33580454523097825,0.0,0.0,1.0
0.0,-0.886860394195515,-0.0,1.0,1.0,1.0,1.0,-0.3296918283993532,0.0,0.0,1.0
0.0,-1.3587646593623128,-0.0,1.0,1.0,1.0,1.0,-0.5127092815779662,0.0,0.0,1.0
0.0,0.7699421225228654,0.0,1.0,1.0,-1.0,1.0,0.3128617559013481,0.0,0.0,0.0
0.0,1.3148483748449835,0.0,-1.0,1.0,-1.0,1.0,0.524191387528745,0.0,0.0,0.0
0.0,-0.8318205647350888,-0.0,-1.0,1.0,1.0,1.0,-0.30834586873172454,0.0,0.0,1.0
0.0,-0.9890686125310486,-0.0,1.0,1.0,1.0,1.0,-0.36933098658132313,1.0,0.0,1.0
0.0,-0.605544034854228,-0.0,1.0,1.0,1.0,1.0,-0.22058960698602503,1.0,0.0,1.0
0.0,-1.3691234502319383,-0.0,1.0,1.0,1.0,1.0,-0.5167267055830208,1.0,0.0,1.0
0.0,-1.2208685077245043,-0.0,1.0,1.0,1.0,1.0,-0.45922936130862263,1.0,0.0,1.0
0.0,1.1746110343114335,0.0,1.0,1.0,-1.0,1.0,0.4698034898141091,1.0,0.0,0.0
0.0,0.32109471194204764,0.0,-1.0,1.0,-1.0,1.0,0.13878638508163077,1.0,0.0,0.0
0.0,-1.2348327739377785,-0.0,-1.0,1.0,1.0,1.0,-0.46464508781611297,1.0,0.0,1.0
0.0,0.5139523595509463,0.0,1.0,1.0,-1.0,1.0,0.2135818851369722,1.0,0.0,0.0
0.0,-1.073688051801188,-0.0,-1.0,1.0,1.0,1.0,-0.4021487324839784,1.0,0.0,1.0
0.0,1.3094311812703923,0.0,1.0,1.0,-1.0,1.0,0.5220904508672659,1.0,0.0,0.0
0.0,-0.3351193472035498,-0.0,-1.0,1.0,-1.0,0.0,-0.11571147541636095,1.0,0.0,0.0
1.0,0.7915217707863441,0.7915217707863441,-1.0,1.0,-1.0,1.0,0.3212309370196332,1.0,0.0,0.0
0.0,-0.40685571329842085,-0.0,-1.0,1.0,1.0,1.0,-0.14353281120855044,1.0,0.0,1.0
0.0,-1.142511092737986,-0.0,1.0,1.0,1.0,1.0,-0.42884020065243866,1.0,0.0,1.0
0.0,1.3376911872583204,0.0,1.0,1.0,-1.0,1.0,0.5330504584461228,1.0,0.0,0.0
0.0,0.5966803231597015,0.0,-1.0,1.0,-1.0,1.0,0.2456660647554289,1.0,0.0,0.0
